oos_period,row_model,col_model,adjacency_matrice
231,2,8,0.08913977258488827
231,3,1,0.4568678349146993
231,3,2,0.11741924261227583
231,3,3,0.0
231,3,4,0.14823843128370537
231,3,5,0.48812919435795404
231,3,6,0.0
231,3,7,0.3006705824656938
231,3,8,0.3537410111240254
231,4,1,0.8180899789523077
231,4,2,0.24475585963796287
231,4,3,0.0
231,4,4,0.0
231,4,5,0.5480272603870205
231,4,6,0.8420196149119193
231,4,7,0.5737694116488666
231,4,8,0.8666999373610809
231,5,1,0.15067166348302008
231,5,2,0.06425042244247196
231,5,3,0.0
231,5,4,0.0
231,5,5,0.0
231,5,6,0.0
231,5,7,0.1520101269663278
231,5,8,0.054656331508596064
231,6,1,0.37195336906223725
231,6,2,0.10737627910530732
231,6,3,0.040603174492449004
231,6,4,0.0
231,6,5,0.23771444151517412
231,6,6,0.0
231,6,7,0.2824115845856995
231,6,8,0.1893847997535894
231,7,1,0.1459668183707601
231,7,2,0.0
231,7,3,0.0
231,7,4,0.0
231,7,5,0.0
231,7,6,0.0
231,7,7,0.0
231,7,8,0.0
231,8,1,0.24161782712888535
231,8,2,0.0
231,8,3,0.0
231,8,4,0.0
231,8,5,0.0
231,8,6,0.0
231,8,7,0.06909136490195304
231,8,8,0.0
232,1,1,0.0
232,1,2,0.0
232,1,3,0.0
232,1,4,0.0
232,1,5,0.0
232,1,6,0.0
232,1,7,0.0
232,1,8,0.0
232,2,1,0.26128819065403586
232,2,2,0.0
232,2,3,0.0
232,2,4,0.0
232,2,5,0.25466240917254623
232,2,6,0.15497781896723287
232,2,7,0.0
232,2,8,0.08852171977229646
232,3,1,0.4192833291438551
232,3,2,0.22906809422517568
232,3,3,0.0
232,3,4,0.0
232,3,5,0.522619170371244
232,3,6,0.5571475257773297
232,3,7,0.515519474831665
232,3,8,0.31596195994063025
232,4,1,0.5490822389654997
232,4,2,0.2530027909469331
232,4,3,0.11148902583313572
232,4,4,0.0
232,4,5,0.45785230895039797
232,4,6,0.0
232,4,7,0.3458647838823043
232,4,8,0.4734123515205947
232,5,1,0.16031907759703448
232,5,2,0.0
232,5,3,0.0
232,5,4,0.0
232,5,5,0.0
232,5,6,0.0
232,5,7,0.0
232,5,8,0.0
232,6,1,0.42822658879987613
232,6,2,0.0
232,6,3,0.0
232,6,4,0.6798160067876426
232,6,5,0.39053826344374915
232,6,6,0.0
232,6,7,0.3140223747827318
232,6,8,0.5025994994107792
232,7,1,0.203255742276359
232,7,2,0.03704589105476798
232,7,3,0.0
232,7,4,0.0
232,7,5,0.05636409722782428
232,7,6,0.0
232,7,7,0.0
232,7,8,0.0
232,8,1,0.16690781616618147
232,8,2,0.0
232,8,3,0.0
232,8,4,0.0
232,8,5,0.007709832851339583
232,8,6,0.0
232,8,7,0.10992707617936993
232,8,8,0.0
233,1,1,0.0
233,1,2,0.0
233,1,3,0.0
233,1,4,0.0
233,1,5,0.0
233,1,6,0.01487790952306803
233,1,7,0.0
233,1,8,0.0
233,2,1,0.19315976302331456
233,2,2,0.0
233,2,3,0.0
233,2,4,0.0
233,2,5,0.4558677456373188
233,2,6,0.04259605377441965
233,2,7,1.0581520596023222
233,2,8,0.0
233,3,1,0.3702976336997331
233,3,2,0.5066710683579553
233,3,3,0.0
233,3,4,0.0
233,3,5,0.5908344439219106
233,3,6,0.8345918672007195
233,3,7,0.3318607937151667
233,3,8,0.22436829968315633
233,4,1,0.5780272052587607
233,4,2,0.3647624602350547
233,4,3,0.21516884827838798
233,4,4,0.0
233,4,5,0.44309874816839595
233,4,6,0.05631336949251191
233,4,7,0.663571336447705
233,4,8,0.5506740269028869
233,5,1,0.12263377607455593
233,5,2,0.0
233,5,3,0.0
233,5,4,0.0
233,5,5,0.0
233,5,6,0.3746771733116271
233,5,7,0.2652002181265107
233,5,8,0.0
233,6,1,0.0
233,6,2,0.0
233,6,3,0.0
233,6,4,0.0
233,6,5,0.0
233,6,6,0.0
233,6,7,0.02772969254941358
233,6,8,0.0
233,7,1,0.015628882727725838
233,7,2,0.0
233,7,3,0.0
