oos_period,centrality_type,model,centrality_score
285,pagerank,4,0.01874999999998126
285,pagerank,5,0.037045592703594483
285,pagerank,6,0.1494590072369912
285,pagerank,7,0.021854578118755477
285,pagerank,8,0.2911286988386234
286,pagerank,1,0.018916666989667597
286,pagerank,2,0.07251071286110253
286,pagerank,3,0.28415518010139
286,pagerank,4,0.018749999999981254
286,pagerank,5,0.2531277997478382
286,pagerank,6,0.0588972167913744
286,pagerank,7,0.032210938867899004
286,pagerank,8,0.2614314846397471
287,pagerank,1,0.057196118023825786
287,pagerank,2,0.06273780497163056
287,pagerank,3,0.1618347730661409
287,pagerank,4,0.3618458166953692
287,pagerank,5,0.13651493370521328
287,pagerank,6,0.07605951946576774
287,pagerank,7,0.06992786565484375
287,pagerank,8,0.07388316841415836
288,pagerank,1,0.2793138847445818
288,pagerank,2,0.06490140602491803
288,pagerank,3,0.16232717086935622
288,pagerank,4,0.01874999999998126
288,pagerank,5,0.10466296551823087
288,pagerank,6,0.258990954216231
288,pagerank,7,0.04698161145198812
288,pagerank,8,0.06407200717371282
289,pagerank,1,0.1891733205520039
289,pagerank,2,0.06246782560135831
289,pagerank,3,0.18747829344692554
289,pagerank,4,0.047435949640512745
289,pagerank,5,0.2699854389131866
289,pagerank,6,0.05606741074259935
289,pagerank,7,0.05166704346561466
289,pagerank,8,0.135724717635269
290,pagerank,1,0.06297903784297987
290,pagerank,2,0.0906911500839488
290,pagerank,3,0.37207531473244027
290,pagerank,4,0.05828300138079
290,pagerank,5,0.11477730715541555
290,pagerank,6,0.07903989510874675
290,pagerank,7,0.07072251218500827
290,pagerank,8,0.15143178150756204
291,pagerank,1,0.02037339600773149
291,pagerank,2,0.09800591501443542
291,pagerank,3,0.30579003141217875
291,pagerank,4,0.01874999999998125
291,pagerank,5,0.22159450485034732
291,pagerank,6,0.28866718288181875
291,pagerank,7,0.02528366854697914
291,pagerank,8,0.021535301285527768
292,pagerank,1,0.07131957936728694
292,pagerank,2,0.10706809206350362
292,pagerank,3,0.1427614095655856
292,pagerank,4,0.059851219270230634
292,pagerank,5,0.38683500523169656
292,pagerank,6,0.09096926480726251
292,pagerank,7,0.0722941260925053
292,pagerank,8,0.06890130359873692
293,pagerank,1,0.07855619065858915
293,pagerank,2,0.11512759835428497
293,pagerank,3,0.13300341879326863
293,pagerank,4,0.060305600974461755
293,pagerank,5,0.391111538583737
293,pagerank,6,0.09424941986270088
293,pagerank,7,0.062387903409664894
293,pagerank,8,0.06525832936007657
294,pagerank,1,0.22178046454177683
294,pagerank,2,0.12272256034701032
294,pagerank,3,0.15806947751753642
294,pagerank,4,0.1531090613066124
294,pagerank,5,0.10640787278444706
294,pagerank,6,0.1388178498332807
294,pagerank,7,0.053227117470231934
294,pagerank,8,0.0458655961981043
295,pagerank,1,0.08585492084918693
295,pagerank,2,0.17520265215194325
295,pagerank,3,0.06318069418056448
295,pagerank,4,0.05956219873755633
295,pagerank,5,0.3666735823270858
295,pagerank,6,0.05916129371716996
295,pagerank,7,0.0797410062735888
295,pagerank,8,0.1106236517598267
296,pagerank,1,0.07185724603897456
