oos_period,model,centrality_score
244,7,0.6896230181335411
244,8,0.001197706859541941
245,1,1.8688282147202699e-06
245,2,0.0003707596727190346
245,3,6.372848810259614e-06
245,4,0.2758973284069801
245,5,0.0669530390738395
245,6,0.0036532749540142484
245,7,0.6517158625482007
245,8,0.0014014936662212118
246,1,1.2762587224861947e-06
246,2,0.0009497215461975493
246,3,2.028704802856074e-05
246,4,0.04790089622094913
246,5,0.21430531520061089
246,6,0.0030194749731289293
246,7,0.7200148484086317
246,8,0.013788180342730615
247,1,1.433972443940317e-06
247,2,0.0032283188283249485
247,3,2.1094033549508535e-06
247,4,0.8644117977008922
247,5,0.050765596793624745
247,6,0.001622437790882324
247,7,0.07983993585951696
247,8,0.00012836964995989206
248,1,4.857143409610728e-06
248,2,0.0011277042723327809
248,3,2.0995360591371584e-06
248,4,0.18472658813399526
248,5,0.6572681478494559
248,6,0.003206219699019431
248,7,0.15331406917248164
248,8,0.00035031419224622155
249,1,4.504872305134719e-06
249,2,0.0014506307746461342
249,3,1.6399959517901934e-06
249,4,0.07547848697632865
249,5,0.6903786349801554
249,6,0.007797781986641698
249,7,0.2246419028237093
249,8,0.0002464175892617423
250,1,3.807439813417306e-06
250,2,0.0017991348831209676
250,3,1.440363802756275e-06
250,4,0.06339870615378224
250,5,0.640493722860949
250,6,0.011966246567990592
250,7,0.28214768103056154
250,8,0.00018926069897935607
251,1,7.915559181171993e-06
251,2,0.0019162640136368915
251,3,1.3618707636782275e-06
251,4,0.4485144353921748
251,5,0.512695198768572
251,6,0.0004972624810376676
251,7,0.0360957104565707
251,8,0.00027185145706306853
252,1,2.84698885197651e-06
252,2,0.0014127892809596902
252,3,1.0827452261889332e-06
252,4,0.195989109726367
252,5,0.7805710374894228
252,6,0.0010799185835282566
252,7,0.02083243983405552
252,8,0.0001107753505885198
253,1,3.0225045270740013e-06
253,2,0.0031300326039102443
253,3,1.0621347009544474e-06
253,4,0.2811693492629836
253,5,0.67803091124624
253,6,0.0013513733596865422
253,7,0.03620533736463369
253,8,0.00010891152231770275
254,1,4.814133189515922e-07
254,2,0.02677647112020645
254,3,3.980683201351437e-07
254,4,0.20895199981600132
254,5,0.6742425805853298
254,6,0.03599893729307285
254,7,0.05402039475110026
254,8,8.73695165007648e-06
255,1,4.354273926521117e-06
255,2,0.001099305461316323
255,3,9.326760105681261e-07
255,4,0.14414652855716845
255,5,0.8207685893290965
255,6,0.00472059220347409
255,7,0.02914828926658843
255,8,0.00011140823141925656
256,1,5.4896016137755e-06
256,2,0.0009779904386565837
256,3,9.980456428015608e-07
256,4,0.037942678753068886
256,5,0.8268796416328325
256,6,0.004639524747090186
256,7,0.1294173765168005
256,8,0.00013630026329474818
257,1,1.8193361677107582e-06
257,2,0.0005398528131065446
257,3,1.0513085110364765e-06
257,4,0.1885858778403835
257,5,0.7866941361392549
257,6,0.0033286604852950205
257,7,0.020781394303651
257,8,6.720777263015759e-05
258,1,1.4121237949855128e-06
258,2,0.0007490179882264349
258,3,1.0316463448393014e-06
258,4,0.11210306517501491
258,5,0.8690707658134147
258,6,0.006275329864933879
258,7,0.011733256562266215
258,8,6.612082500392982e-05
259,1,3.5780390087572525e-06
259,2,0.0007275584278063339
259,3,8.987443642082827e-07
259,4,0.12379800493639075
259,5,0.859912782676346
259,6,0.0025731673100375975
259,7,0.012905615922939382
259,8,7.839394210709743e-05
260,1,2.6664393223698393e-06
260,2,0.000713042149609316
260,3,9.162039103329604e-07
260,4,0.16715453292454233
260,5,0.8232554820261526
