method,event_index,event_time,horizon,oracle_weight_profile
full_gcsr_pagerank,0,160,15,0.7107859732129276
full_gcsr_pagerank,0,160,16,0.7509661773192546
full_gcsr_pagerank,0,160,17,0.7398637718567844
full_gcsr_pagerank,0,160,18,0.789029833981411
full_gcsr_pagerank,0,160,19,0.7683407951150663
full_gcsr_pagerank,0,160,20,0.7902343980843355
full_gcsr_pagerank,0,160,21,0.7865500965337465
full_gcsr_pagerank,0,160,22,0.8206453002040438
full_gcsr_pagerank,0,160,23,0.8238258619496227
full_gcsr_pagerank,0,160,24,0.8066783485643821
full_gcsr_pagerank,1,184,0,0.8066783485643821
full_gcsr_pagerank,1,184,1,0.8146666708039896
full_gcsr_pagerank,1,184,2,0.8066850129052686
full_gcsr_pagerank,1,184,3,0.8032933297339104
full_gcsr_pagerank,1,184,4,0.791264804989245
full_gcsr_pagerank,1,184,5,0.8002488916792292
full_gcsr_pagerank,1,184,6,0.7958564315545265
full_gcsr_pagerank,1,184,7,0.7631297944363375
full_gcsr_pagerank,1,184,8,0.7803916024751348
full_gcsr_pagerank,1,184,9,0.7643222019670642
full_gcsr_pagerank,1,184,10,0.8170868863110679
full_gcsr_pagerank,1,184,11,0.7277604494106442
full_gcsr_pagerank,1,184,12,0.7395673549511425
full_gcsr_pagerank,1,184,13,0.7293771033728126
full_gcsr_pagerank,1,184,14,0.7243731295470532
full_gcsr_pagerank,1,184,15,0.7217404213636112
full_gcsr_pagerank,1,184,16,0.7149146866998661
full_gcsr_pagerank,1,184,17,0.8728185439520555
full_gcsr_pagerank,1,184,18,0.7378752856274988
full_gcsr_pagerank,1,184,19,0.7118844255303485
full_gcsr_pagerank,1,184,20,0.6830145197924152
full_gcsr_pagerank,1,184,21,0.6851982443416711
full_gcsr_pagerank,1,184,22,0.6660576397862321
full_gcsr_pagerank,1,184,23,0.6879991857630671
full_gcsr_pagerank,1,184,24,0.6910793327971632
full_gcsr_pagerank,2,194,0,0.8170868863110679
full_gcsr_pagerank,2,194,1,0.7277604494106442
full_gcsr_pagerank,2,194,2,0.7395673549511425
full_gcsr_pagerank,2,194,3,0.7293771033728126
full_gcsr_pagerank,2,194,4,0.7243731295470532
full_gcsr_pagerank,2,194,5,0.7217404213636112
full_gcsr_pagerank,2,194,6,0.7149146866998661
full_gcsr_pagerank,2,194,7,0.8728185439520555
