method,event_index,replication,seed,event_time,recovery_delay
var_error,123,21,63,355,2.0
graph_only_eigenvector,123,21,63,355,6.0
graph_only_pagerank,123,21,63,355,
graph_only_softmax,123,21,63,355,41.0
full_gcsr_eigenvector,123,21,63,355,
full_gcsr_pagerank,123,21,63,355,
full_gcsr_softmax,123,21,63,355,
rs_selection,123,21,63,355,40.0
rs_selection_v2,123,21,63,355,40.0
recent_best,123,21,63,355,39.0
equal,124,22,64,228,5.0
bates_granger_mv,124,22,64,228,10.0
var_error,124,22,64,228,5.0
graph_only_eigenvector,124,22,64,228,70.0
graph_only_pagerank,124,22,64,228,32.0
graph_only_softmax,124,22,64,228,
full_gcsr_eigenvector,124,22,64,228,8.0
full_gcsr_pagerank,124,22,64,228,9.0
full_gcsr_softmax,124,22,64,228,9.0
rs_selection,124,22,64,228,78.0
rs_selection_v2,124,22,64,228,78.0
recent_best,124,22,64,228,78.0
equal,125,22,64,247,
bates_granger_mv,125,22,64,247,
var_error,125,22,64,247,34.0
graph_only_eigenvector,125,22,64,247,10.0
graph_only_pagerank,125,22,64,247,10.0
graph_only_softmax,125,22,64,247,43.0
full_gcsr_eigenvector,125,22,64,247,42.0
full_gcsr_pagerank,125,22,64,247,42.0
full_gcsr_softmax,125,22,64,247,42.0
rs_selection,125,22,64,247,42.0
rs_selection_v2,125,22,64,247,42.0
recent_best,125,22,64,247,43.0
equal,126,22,64,260,
bates_granger_mv,126,22,64,260,27.0
var_error,126,22,64,260,23.0
graph_only_eigenvector,126,22,64,260,29.0
graph_only_pagerank,126,22,64,260,
graph_only_softmax,126,22,64,260,29.0
full_gcsr_eigenvector,126,22,64,260,16.0
full_gcsr_pagerank,126,22,64,260,16.0
full_gcsr_softmax,126,22,64,260,16.0
rs_selection,126,22,64,260,29.0
rs_selection_v2,126,22,64,260,29.0
recent_best,126,22,64,260,30.0
equal,127,22,64,264,
bates_granger_mv,127,22,64,264,10.0
var_error,127,22,64,264,19.0
graph_only_eigenvector,127,22,64,264,32.0
graph_only_pagerank,127,22,64,264,
graph_only_softmax,127,22,64,264,25.0
full_gcsr_eigenvector,127,22,64,264,10.0
full_gcsr_pagerank,127,22,64,264,10.0
full_gcsr_softmax,127,22,64,264,10.0
rs_selection,127,22,64,264,24.0
rs_selection_v2,127,22,64,264,24.0
recent_best,127,22,64,264,25.0
equal,128,22,64,277,69.0
bates_granger_mv,128,22,64,277,12.0
var_error,128,22,64,277,
graph_only_eigenvector,128,22,64,277,13.0
graph_only_pagerank,128,22,64,277,
graph_only_softmax,128,22,64,277,14.0
full_gcsr_eigenvector,128,22,64,277,12.0
full_gcsr_pagerank,128,22,64,277,11.0
full_gcsr_softmax,128,22,64,277,12.0
rs_selection,128,22,64,277,12.0
rs_selection_v2,128,22,64,277,12.0
recent_best,128,22,64,277,13.0
equal,129,22,64,333,12.0
bates_granger_mv,129,22,64,333,5.0
var_error,129,22,64,333,8.0
graph_only_eigenvector,129,22,64,333,
graph_only_pagerank,129,22,64,333,13.0
graph_only_softmax,129,22,64,333,
full_gcsr_eigenvector,129,22,64,333,5.0
full_gcsr_pagerank,129,22,64,333,5.0
full_gcsr_softmax,129,22,64,333,6.0
rs_selection,129,22,64,333,
rs_selection_v2,129,22,64,333,
recent_best,129,22,64,333,
equal,130,23,65,206,
bates_granger_mv,130,23,65,206,28.0
var_error,130,23,65,206,56.0
graph_only_eigenvector,130,23,65,206,23.0
graph_only_pagerank,130,23,65,206,
graph_only_softmax,130,23,65,206,65.0
full_gcsr_eigenvector,130,23,65,206,29.0
full_gcsr_pagerank,130,23,65,206,29.0
full_gcsr_softmax,130,23,65,206,29.0
rs_selection,130,23,65,206,23.0
rs_selection_v2,130,23,65,206,23.0
recent_best,130,23,65,206,15.0
equal,131,23,65,244,
bates_granger_mv,131,23,65,244,22.0
var_error,131,23,65,244,5.0
graph_only_eigenvector,131,23,65,244,
graph_only_pagerank,131,23,65,244,40.0
graph_only_softmax,131,23,65,244,25.0
full_gcsr_eigenvector,131,23,65,244,20.0
full_gcsr_pagerank,131,23,65,244,20.0
full_gcsr_softmax,131,23,65,244,20.0
rs_selection,131,23,65,244,
rs_selection_v2,131,23,65,244,
recent_best,131,23,65,244,
equal,132,23,65,258,
bates_granger_mv,132,23,65,258,8.0
var_error,132,23,65,258,
graph_only_eigenvector,132,23,65,258,
graph_only_pagerank,132,23,65,258,25.0
graph_only_softmax,132,23,65,258,
full_gcsr_eigenvector,132,23,65,258,9.0
full_gcsr_pagerank,132,23,65,258,9.0
full_gcsr_softmax,132,23,65,258,9.0
rs_selection,132,23,65,258,
rs_selection_v2,132,23,65,258,
recent_best,132,23,65,258,
equal,133,23,65,265,
bates_granger_mv,133,23,65,265,
var_error,133,23,65,265,
graph_only_eigenvector,133,23,65,265,
graph_only_pagerank,133,23,65,265,21.0
graph_only_softmax,133,23,65,265,
full_gcsr_eigenvector,133,23,65,265,
full_gcsr_pagerank,133,23,65,265,
full_gcsr_softmax,133,23,65,265,
rs_selection,133,23,65,265,
rs_selection_v2,133,23,65,265,
recent_best,133,23,65,265,
equal,134,23,65,302,60.0
bates_granger_mv,134,23,65,302,65.0
var_error,134,23,65,302,
graph_only_eigenvector,134,23,65,302,
graph_only_pagerank,134,23,65,302,58.0
graph_only_softmax,134,23,65,302,
full_gcsr_eigenvector,134,23,65,302,56.0
full_gcsr_pagerank,134,23,65,302,57.0
full_gcsr_softmax,134,23,65,302,58.0
rs_selection,134,23,65,302,
rs_selection_v2,134,23,65,302,
recent_best,134,23,65,302,
equal,135,23,65,334,24.0
bates_granger_mv,135,23,65,334,39.0
var_error,135,23,65,334,
graph_only_eigenvector,135,23,65,334,14.0
graph_only_pagerank,135,23,65,334,18.0
graph_only_softmax,135,23,65,334,
full_gcsr_eigenvector,135,23,65,334,36.0
full_gcsr_pagerank,135,23,65,334,36.0
full_gcsr_softmax,135,23,65,334,36.0
rs_selection,135,23,65,334,
rs_selection_v2,135,23,65,334,
recent_best,135,23,65,334,
equal,136,23,65,355,13.0
bates_granger_mv,136,23,65,355,15.0
var_error,136,23,65,355,
graph_only_eigenvector,136,23,65,355,
graph_only_pagerank,136,23,65,355,8.0
graph_only_softmax,136,23,65,355,
full_gcsr_eigenvector,136,23,65,355,15.0
full_gcsr_pagerank,136,23,65,355,15.0
full_gcsr_softmax,136,23,65,355,15.0
rs_selection,136,23,65,355,
rs_selection_v2,136,23,65,355,
recent_best,136,23,65,355,
equal,137,24,66,245,
bates_granger_mv,137,24,66,245,19.0
var_error,137,24,66,245,49.0
graph_only_eigenvector,137,24,66,245,
graph_only_pagerank,137,24,66,245,48.0
graph_only_softmax,137,24,66,245,49.0
full_gcsr_eigenvector,137,24,66,245,18.0
full_gcsr_pagerank,137,24,66,245,18.0
full_gcsr_softmax,137,24,66,245,18.0
rs_selection,137,24,66,245,
rs_selection_v2,137,24,66,245,
recent_best,137,24,66,245,
equal,138,24,66,289,46.0
bates_granger_mv,138,24,66,289,22.0
var_error,138,24,66,289,5.0
graph_only_eigenvector,138,24,66,289,
graph_only_pagerank,138,24,66,289,
graph_only_softmax,138,24,66,289,
full_gcsr_eigenvector,138,24,66,289,21.0
full_gcsr_pagerank,138,24,66,289,21.0
full_gcsr_softmax,138,24,66,289,21.0
rs_selection,138,24,66,289,13.0
rs_selection_v2,138,24,66,289,13.0
recent_best,138,24,66,289,49.0
equal,139,24,66,292,43.0
bates_granger_mv,139,24,66,292,21.0
var_error,139,24,66,292,
graph_only_eigenvector,139,24,66,292,
graph_only_pagerank,139,24,66,292,
graph_only_softmax,139,24,66,292,
full_gcsr_eigenvector,139,24,66,292,20.0
full_gcsr_pagerank,139,24,66,292,20.0
full_gcsr_softmax,139,24,66,292,20.0
rs_selection,139,24,66,292,47.0
rs_selection_v2,139,24,66,292,47.0
recent_best,139,24,66,292,46.0
equal,140,24,66,310,24.0
bates_granger_mv,140,24,66,310,13.0
var_error,140,24,66,310,12.0
graph_only_eigenvector,140,24,66,310,
graph_only_pagerank,140,24,66,310,24.0
graph_only_softmax,140,24,66,310,
full_gcsr_eigenvector,140,24,66,310,18.0
full_gcsr_pagerank,140,24,66,310,17.0
full_gcsr_softmax,140,24,66,310,18.0
rs_selection,140,24,66,310,
rs_selection_v2,140,24,66,310,
recent_best,140,24,66,310,28.0
equal,141,24,66,320,19.0
bates_granger_mv,141,24,66,320,8.0
var_error,141,24,66,320,23.0
graph_only_eigenvector,141,24,66,320,
graph_only_pagerank,141,24,66,320,16.0
graph_only_softmax,141,24,66,320,
full_gcsr_eigenvector,141,24,66,320,34.0
full_gcsr_pagerank,141,24,66,320,34.0
full_gcsr_softmax,141,24,66,320,34.0
rs_selection,141,24,66,320,
rs_selection_v2,141,24,66,320,
recent_best,141,24,66,320,
equal,142,25,67,202,34.0
bates_granger_mv,142,25,67,202,4.0
var_error,142,25,67,202,21.0
graph_only_eigenvector,142,25,67,202,
graph_only_pagerank,142,25,67,202,
graph_only_softmax,142,25,67,202,
full_gcsr_eigenvector,142,25,67,202,5.0
full_gcsr_pagerank,142,25,67,202,5.0
full_gcsr_softmax,142,25,67,202,5.0
rs_selection,142,25,67,202,
rs_selection_v2,142,25,67,202,
recent_best,142,25,67,202,
equal,143,25,67,206,31.0
bates_granger_mv,143,25,67,206,
var_error,143,25,67,206,16.0
graph_only_eigenvector,143,25,67,206,
graph_only_pagerank,143,25,67,206,
graph_only_softmax,143,25,67,206,
full_gcsr_eigenvector,143,25,67,206,
full_gcsr_pagerank,143,25,67,206,
full_gcsr_softmax,143,25,67,206,
rs_selection,143,25,67,206,
rs_selection_v2,143,25,67,206,
recent_best,143,25,67,206,
equal,144,25,67,221,10.0
bates_granger_mv,144,25,67,221,15.0
var_error,144,25,67,221,
graph_only_eigenvector,144,25,67,221,
graph_only_pagerank,144,25,67,221,
graph_only_softmax,144,25,67,221,
full_gcsr_eigenvector,144,25,67,221,5.0
full_gcsr_pagerank,144,25,67,221,5.0
full_gcsr_softmax,144,25,67,221,5.0
rs_selection,144,25,67,221,
rs_selection_v2,144,25,67,221,
recent_best,144,25,67,221,
equal,145,25,67,232,5.0
bates_granger_mv,145,25,67,232,
var_error,145,25,67,232,
graph_only_eigenvector,145,25,67,232,
graph_only_pagerank,145,25,67,232,
graph_only_softmax,145,25,67,232,
full_gcsr_eigenvector,145,25,67,232,
full_gcsr_pagerank,145,25,67,232,
full_gcsr_softmax,145,25,67,232,
rs_selection,145,25,67,232,
rs_selection_v2,145,25,67,232,
recent_best,145,25,67,232,
equal,146,25,67,249,
bates_granger_mv,146,25,67,249,12.0
var_error,146,25,67,249,
graph_only_eigenvector,146,25,67,249,
graph_only_pagerank,146,25,67,249,16.0
graph_only_softmax,146,25,67,249,
full_gcsr_eigenvector,146,25,67,249,12.0
full_gcsr_pagerank,146,25,67,249,12.0
full_gcsr_softmax,146,25,67,249,12.0
rs_selection,146,25,67,249,
rs_selection_v2,146,25,67,249,
recent_best,146,25,67,249,
equal,147,25,67,279,
bates_granger_mv,147,25,67,279,6.0
var_error,147,25,67,279,8.0
graph_only_eigenvector,147,25,67,279,
graph_only_pagerank,147,25,67,279,
graph_only_softmax,147,25,67,279,
full_gcsr_eigenvector,147,25,67,279,13.0
full_gcsr_pagerank,147,25,67,279,9.0
full_gcsr_softmax,147,25,67,279,13.0
rs_selection,147,25,67,279,
rs_selection_v2,147,25,67,279,
recent_best,147,25,67,279,
equal,148,25,67,294,
bates_granger_mv,148,25,67,294,
var_error,148,25,67,294,
graph_only_eigenvector,148,25,67,294,
graph_only_pagerank,148,25,67,294,
graph_only_softmax,148,25,67,294,
full_gcsr_eigenvector,148,25,67,294,14.0
full_gcsr_pagerank,148,25,67,294,13.0
full_gcsr_softmax,148,25,67,294,14.0
rs_selection,148,25,67,294,
rs_selection_v2,148,25,67,294,
recent_best,148,25,67,294,
equal,149,25,67,299,
bates_granger_mv,149,25,67,299,61.0
var_error,149,25,67,299,48.0
graph_only_eigenvector,149,25,67,299,
graph_only_pagerank,149,25,67,299,
graph_only_softmax,149,25,67,299,
full_gcsr_eigenvector,149,25,67,299,
full_gcsr_pagerank,149,25,67,299,8.0
full_gcsr_softmax,149,25,67,299,
rs_selection,149,25,67,299,
rs_selection_v2,149,25,67,299,
recent_best,149,25,67,299,
equal,150,25,67,305,
bates_granger_mv,150,25,67,305,
